Date,Open,High,Low,Close,Adj Close,Volume
1/29/2013,767.420719,774.603098,747.900417,756.199947,748.201691,288987800
1/30/2013,779.512676,785.901355,761.204926,768.72609,760.752968,256587900
1/31/2013,763.197997,774.559701,754.064198,761.589736,753.640002,316232400
2/1/2013,767.497208,777.154283,757.525939,769.42758,761.510478,284720900
2/4/2013,762.350189,767.829299,751.196358,754.334244,746.614346,272437900
2/5/2013,757.465318,772.195228,755.419836,767.288864,759.298099,256109600
2/6/2013,762.22774,774.338221,757.19379,766.597005,758.614805,260935500
2/7/2013,769.337168,775.32659,755.080707,767.292808,759.463088,273449200
2/8/2013,772.575534,780.967609,769.993025,775.425783,767.483015,231598100
2/11/2013,773.196653,777.252343,762.648873,769.193395,761.16784,203815000
2/12/2013,770.585375,775.933173,764.251257,767.226633,759.402251,286837000
2/13/2013,770.085541,783.780068,767.978674,780.674008,772.86451,217593100
2/14/2013,776.914859,786.675905,773.515653,783.606191,775.803724,163360600
2/15/2013,782.296974,787.127483,775.576845,781.184566,773.489628,167158000
2/19/2013,783.805937,795.454639,780.775124,794.375663,786.683566,201220300
2/20/2013,793.876404,799.940248,779.873766,780.473226,772.96742,205248200
2/21/2013,781.195751,790.875429,773.864116,779.958208,772.499064,209008500
2/22/2013,782.801979,784.638947,773.137861,781.007573,773.468976,165232900
2/25/2013,784.443441,790.771302,768.857607,769.922819,762.518179,187618900
2/26/2013,773.468499,776.954582,760.773982,770.77685,763.269033,198638800
2/27/2013,772.943156,785.248137,766.312181,778.358126,770.923892,220759500
2/28/2013,777.398545,787.716824,775.262242,780.54977,773.168548,205166000
3/1/2013,777.031818,786.571535,772.465651,783.658315,776.459863,220952400
3/4/2013,782.33495,799.569368,777.671281,795.940423,788.916211,234938500
3/5/2013,801.390154,812.009196,795.649477,808.397073,801.187417,244361900
3/6/2013,810.898998,813.645549,798.324643,802.320561,795.202542,173848800
3/7/2013,803.499865,808.015055,797.878205,804.653999,797.453704,226414100
3/8/2013,806.586182,808.565378,797.260242,804.417459,797.198102,173307800
3/11/2013,803.41071,809.98787,798.734617,803.562705,796.240512,180322600
3/12/2013,800.755386,809.118891,794.945676,801.43974,794.275395,172477200
3/13/2013,803.242767,807.899721,796.623959,801.966906,794.803892,200084400
3/14/2013,798.080912,798.999467,785.745966,790.711788,783.479385,140607500
3/15/2013,789.328926,793.541275,780.589958,783.886759,776.467737,224343500
3/18/2013,775.642681,785.175333,770.95998,778.38248,770.761799,202686800
3/19/2013,781.249599,787.026798,770.227832,777.942314,770.342182,184772200
3/20/2013,783.054133,785.318621,774.537787,779.706687,772.146861,137981200
3/21/2013,776.274492,782.241866,771.948612,773.919548,766.348857,144726700
3/22/2013,777.295932,782.157825,771.381155,779.009203,771.28501,137533600
3/25/2013,781.463841,786.856806,773.133568,776.511136,768.758999,185458400
3/26/2013,780.138245,786.508744,775.715321,783.320256,775.608929,152161700
3/27/2013,777.883833,787.611788,773.0831,782.981315,775.421489,182799500
3/28/2013,783.913875,786.834136,774.780249,777.959287,770.556986,165950000
4/1/2013,779.037783,783.659957,768.4639,773.573363,766.401003,148782600
4/2/2013,776.294957,786.949346,772.420258,780.381959,773.194871,206542900
4/3/2013,780.07832,783.58407,767.22863,772.836153,765.612288,220260700
4/4/2013,772.349078,775.457721,760.55397,767.116207,759.963741,212966800
4/5/2013,758.145177,761.069881,750.203221,756.912953,749.836075,202454100
4/8/2013,755.413846,760.028056,748.095291,755.95971,748.832501,142189200
4/9/2013,755.996326,765.607351,752.074368,760.29446,753.154365,138497800
4/10/2013,763.945341,775.159883,757.188265,771.920326,764.634586,175935200
4/11/2013,773.258156,781.480613,768.273203,778.3521,771.089103,155678700
4/12/2013,779.941974,783.239603,770.01888,779.96272,772.77546,132300400
4/15/2013,775.827525,786.78904,765.426354,768.937894,761.917031,164434900
4/16/2013,773.16632,782.758037,769.647766,780.476529,773.348805,139154300
4/17/2013,774.300308,777.420538,759.148625,765.586015,758.850267,297474500
4/18/2013,767.122932,767.769933,739.750053,746.044975,739.489002,238562200
4/19/2013,745.991038,770.312738,742.833597,763.620108,757.089545,207115300
4/22/2013,763.730894,774.110346,749.352979,769.943941,763.277258,225945200
4/23/2013,778.232993,792.107351,775.858496,786.338694,779.547263,312984200
4/24/2013,785.281888,796.706976,781.63279,788.979031,782.198796,314565900
4/25/2013,793.945237,799.300528,787.417067,792.755033,785.925981,152749100
4/26/2013,788.4064,792.844696,764.894102,771.266506,764.289959,264856600
4/29/2013,773.193809,787.283913,766.297841,776.882134,769.68953,221805700
4/30/2013,777.285105,789.804682,775.213291,786.446848,779.042528,243080900
5/1/2013,786.18286,787.557299,772.007189,777.514591,770.168644,216966700
5/2/2013,779.043053,792.529644,774.730014,789.063156,781.613037,236030700
5/3/2013,797.395882,806.06177,793.839082,802.416649,794.891937,172821100
5/6/2013,804.014769,813.654397,797.493344,808.370667,800.666535,206477100
5/7/2013,810.003643,814.522041,797.692422,806.621588,798.951738,186343000
5/8/2013,805.502722,819.446909,801.176806,817.048116,809.291646,178059600
5/9/2013,815.00976,826.69898,810.809613,817.481395,810.224495,176374800
5/10/2013,820.380695,826.641625,816.237274,824.590073,817.393548,140359600
5/13/2013,822.699718,831.024459,819.109297,826.187996,818.963345,154720600
5/14/2013,826.478748,838.192839,823.917996,834.126523,827.074723,181115800
5/15/2013,837.015153,850.58042,830.613616,845.430635,838.617311,262455000
5/16/2013,845.965538,851.352268,832.513692,836.441655,829.537305,222440000
5/17/2013,842.338012,849.167978,835.065758,845.079594,838.196217,164712000
5/20/2013,841.754528,854.768268,838.265956,843.455813,836.418791,176834600
5/21/2013,843.808882,849.032084,835.979065,842.99012,836.005051,157479900
5/22/2013,839.556262,844.475785,822.484076,826.870765,819.858856,186315700
5/23/2013,816.673938,828.355485,813.633844,822.081007,815.056551,148683900
5/24/2013,815.97008,821.049128,811.278722,817.349377,810.277081,145884900
5/28/2013,828.498989,838.197128,821.88047,824.041003,817.027659,194144400
5/29/2013,818.977075,824.969964,811.389816,815.710893,808.641779,186929000
5/30/2013,817.701461,827.944715,814.850151,821.454167,814.279728,179125500
5/31/2013,819.889119,831.819668,818.571658,824.101926,816.956864,164744800
6/3/2013,824.9257,825.906021,806.866444,819.023615,811.862833,157606600
6/4/2013,819.386052,823.905212,806.917469,813.540247,806.401869,136789600
6/5/2013,814.353163,825.43163,809.361763,813.824856,806.753201,167304700
6/6/2013,816.646256,821.194599,801.486697,815.24844,808.282433,169217300
6/7/2013,819.946227,836.722653,815.665777,832.958153,825.938927,165134100
6/10/2013,835.537292,846.96497,830.897471,843.10785,836.135022,192523200
6/11/2013,833.734506,839.322445,828.803533,830.223727,823.271392,122253600
6/12/2013,835.455297,836.274292,818.426988,821.206206,814.339816,118526200
6/13/2013,819.586061,832.058975,815.336869,829.432526,822.506241,127963900
6/14/2013,829.848167,835.026732,823.67861,825.511904,818.67951,117796800
6/17/2013,832.08765,842.675762,830.344432,838.011704,831.148335,141561800
6/18/2013,840.378616,851.546295,838.507741,848.969853,842.110131,109438500
6/19/2013,848.662057,857.612215,841.988527,844.744039,838.02366,140559800
6/20/2013,837.427253,846.022011,826.861467,829.538083,822.915562,162962700
6/21/2013,833.605648,836.15847,817.644884,826.76732,820.197874,201707000
6/24/2013,818.180686,823.470952,805.114641,816.126695,809.731371,188628800
6/25/2013,821.670593,824.853255,810.307984,815.755549,809.358794,131747800
6/26/2013,822.083603,828.996385,817.789548,824.090935,817.766632,147361400
6/27/2013,828.630606,834.036043,821.601038,826.071671,819.815518,143719100
6/28/2013,823.205043,832.164913,821.63277,827.914088,821.614242,268898500
7/1/2013,833.584169,843.810111,830.230457,839.692232,833.190779,149213700
7/2/2013,839.919336,847.914955,831.525608,839.069068,832.420333,160625900
7/3/2013,836.381412,845.460511,834.674028,841.782792,835.097355,82736700
7/5/2013,844.776087,849.721749,838.951791,847.115329,840.483596,104095100
7/8/2013,851.257494,861.901455,848.305068,858.747924,852.15385,132888900
7/9/2013,862.531899,868.674707,852.531934,863.615521,856.905461,160792700
7/10/2013,862.049578,868.995912,857.301729,864.369107,857.684796,124891400
7/11/2013,871.595307,882.1543,864.683697,879.794653,873.006113,138691800
7/12/2013,878.923688,891.430916,875.555419,890.918057,884.141911,130362000
7/15/2013,891.397072,895.445864,883.173346,891.385653,884.594732,111507400
7/16/2013,893.211051,897.97522,884.030776,889.946549,883.111771,124949400
7/17/2013,890.826082,897.347994,886.556293,892.647111,885.81059,95829600
7/18/2013,891.326278,892.132255,877.128626,883.668204,876.808639,110374100
7/19/2013,871.935326,881.964818,861.898709,876.24024,869.488878,149587100
7/22/2013,884.028715,889.796633,872.058053,881.50389,874.730926,135137900
7/23/2013,879.681032,884.611032,869.622519,873.009631,866.352954,203505900
7/24/2013,879.654595,883.368914,869.252567,872.61559,865.617021,270202400
7/25/2013,875.12888,884.567604,867.41702,877.843991,870.877358,453896000
7/26/2013,872.290283,889.971847,864.9132,885.227664,878.221477,216280000
7/29/2013,884.060654,894.463546,876.238826,879.981994,872.867763,206958100
7/30/2013,883.783867,894.595638,874.400319,883.419403,876.217316,268406700
7/31/2013,886.469101,890.675392,877.53254,879.810322,872.620781,254943400
8/1/2013,886.536045,896.05751,881.338909,894.310299,887.054829,179032900
8/2/2013,893.373177,897.367936,887.93663,895.098018,887.749438,161577200
8/5/2013,894.06308,897.519268,884.975358,894.317372,886.859014,187533100
8/6/2013,893.414407,897.979305,883.405411,888.932422,881.540805,172951000
8/7/2013,887.203125,890.97319,878.224942,881.469193,874.081856,164627800
8/8/2013,885.970135,886.528763,872.886337,880.573292,873.635517,125375800
8/9/2013,879.120064,886.122228,876.141102,880.331058,873.492008,127178900
8/12/2013,876.946908,883.088143,873.546013,879.434517,872.401168,144342700
8/13/2013,880.106339,885.403919,866.948321,876.935295,869.567719,313005400
8/14/2013,876.690713,880.031502,866.466634,869.886658,862.384697,260511800
8/15/2013,863.673143,866.199368,854.345145,858.586341,851.093269,201737500
8/16/2013,860.174732,864.44256,855.212178,857.49791,849.938309,163556700
8/19/2013,858.779254,873.246137,856.565463,864.234431,856.593417,206849200
8/20/2013,867.160823,874.532391,862.633358,867.217,859.676381,181869300
8/21/2013,868.095115,875.853397,863.426415,866.321851,858.761784,156688100
8/22/2013,868.961964,875.654583,866.130108,873.890811,866.321727,96113600
8/23/2013,877.960246,881.167801,869.848205,875.380234,867.840325,168534500
8/26/2013,875.685604,883.112164,868.296555,871.368755,863.799503,211746000
8/27/2013,863.776413,869.359459,850.212555,853.290516,845.937679,207837900
8/28/2013,853.094605,861.500709,850.42637,855.4292,848.041596,158302700
8/29/2013,856.10112,868.733571,854.220573,862.742096,855.342453,141811800
8/30/2013,864.356475,866.230785,852.182663,854.300186,846.96798,156230600
9/3/2013,863.659103,878.072018,861.331996,870.336399,862.983723,158734700
9/4/2013,871.53719,886.133377,866.903981,882.624722,875.119889,155077800
9/5/2013,884.403375,892.297146,881.237571,887.809188,880.355827,132608200
9/6/2013,891.530945,897.42844,879.888608,890.780548,883.282787,230542700
9/9/2013,895.759258,902.70942,893.256699,900.44833,892.830928,178928800
9/10/2013,902.952511,906.835964,893.12946,902.021449,894.577571,281384400
9/11/2013,896.446709,906.313083,892.148445,901.960278,894.921681,331918600
9/12/2013,901.993032,906.586354,894.847527,899.05825,891.944691,194838200
9/13/2013,900.951307,902.586243,890.025035,895.183586,888.187259,146515100
9/16/2013,901.239555,903.022336,885.475705,888.261009,881.487107,224897500
9/17/2013,889.320958,901.621964,883.752224,898.479099,891.626949,214805200
9/18/2013,899.297222,919.082885,895.593347,917.461961,910.468965,214102300
9/19/2013,921.879108,923.976273,912.76389,916.671892,909.564195,188115800
9/20/2013,918.35476,932.038329,914.519188,925.304489,918.270401,335151000
9/23/2013,924.333202,929.31877,907.738651,913.514779,906.1311,303187200
9/24/2013,916.274781,926.109475,911.090031,917.999881,910.639373,251600700
9/25/2013,919.293973,922.218254,907.588012,911.75425,904.507664,187076900
9/26/2013,914.854381,924.418232,911.683423,920.20248,912.885303,174505300
9/27/2013,916.492339,919.638683,910.15532,917.401555,910.136609,150904300
9/30/2013,908.605904,919.086784,904.766605,911.46959,904.294937,182743900
10/1/2013,915.98862,930.47047,914.67897,929.296741,921.953377,222056700
10/2/2013,923.27541,933.763733,919.793839,930.311299,922.94386,170932800
10/3/2013,930.562001,937.142058,910.614536,915.367821,908.092953,194271300
10/4/2013,916.129135,923.60516,909.442748,920.381929,913.112771,160519200
10/7/2013,913.875363,919.081726,905.367298,906.933571,899.593376,154592000
10/8/2013,908.74863,909.545952,883.019196,887.505382,880.267681,244556600
10/9/2013,889.465525,893.678612,870.40176,882.049153,874.726418,273247000
10/10/2013,895.99567,903.431365,890.838867,900.094626,892.725993,207202200
10/11/2013,898.390857,910.401947,895.848644,907.746899,900.330559,149554400
10/14/2013,903.590427,915.318916,899.610654,913.829196,906.364242,184350600
10/15/2013,913.620557,921.427132,906.216717,912.453892,904.949219,193490600
10/16/2013,916.972409,927.817692,912.588708,926.681102,919.139857,152497500
10/17/2013,920.473385,929.279674,914.449806,924.944061,917.351807,165386100
10/18/2013,980.005172,1013.374032,974.57571,1007.30798,999.649647,215539500
10/21/2013,1010.510079,1018.081699,996.878707,1005.259562,997.413577,232657900
10/22/2013,1013.280685,1027.565738,992.420014,1007.181251,999.357689,406188900
10/23/2013,1000.695297,1022.39299,993.065258,1014.610677,1006.71053,202178800
10/24/2013,1018.36694,1028.020671,1009.699428,1018.824446,1010.819701,186610000
10/25/2013,1047.457649,1058.476213,1029.557103,1043.043087,1035.127865,169708400
10/28/2013,1039.171653,1047.391278,1030.702191,1034.549149,1026.574936,251304800
10/29/2013,1039.457207,1054.016747,1028.074818,1048.853768,1041.078225,297438700
10/30/2013,1050.588012,1054.377812,1037.432885,1043.810345,1035.911091,244414600
10/31/2013,1041.878181,1058.83537,1035.140258,1048.34578,1040.47963,341981900
11/1/2013,1052.284226,1056.539948,1036.704597,1041.680957,1033.854968,191683200
11/4/2013,1045.035458,1048.523162,1032.09246,1041.577694,1033.650578,167671400
11/5/2013,1035.714153,1048.718822,1031.453216,1041.702706,1033.795167,164806200
11/6/2013,1044.972225,1049.07817,1030.569184,1037.129674,1029.679013,148581100
11/7/2013,1037.149933,1041.088901,1010.767174,1013.120163,1005.790054,190408500
11/8/2013,1016.465847,1029.438318,1013.387012,1026.166519,1018.721008,165257000
11/11/2013,1022.320113,1031.992424,1016.340805,1026.410978,1018.987043,159083700
11/12/2013,1022.937069,1033.075817,1014.926388,1022.103738,1014.666078,136285300
11/13/2013,1016.72812,1041.986519,1013.976433,1041.510112,1034.063587,146461900
11/14/2013,1043.776699,1061.197941,1040.138356,1056.462067,1048.907876,172328400
11/15/2013,1056.697042,1065.010514,1051.429817,1057.994518,1050.485638,149139100
11/18/2013,1059.689674,1070.124714,1045.696887,1048.773216,1041.355309,173663400
11/19/2013,1048.842228,1055.537277,1039.579124,1044.391537,1036.960468,149070700
11/20/2013,1050.447652,1053.684891,1036.746315,1040.320506,1032.954524,125599900
11/21/2013,1045.456734,1058.196369,1043.26574,1054.958545,1047.504734,120538400
11/22/2013,1055.870457,1062.600326,1048.176861,1056.508306,1049.07366,116161900
11/25/2013,1060.812073,1074.611405,1056.513227,1067.326447,1059.835457,160087800
