,,timestamp,tweet
1277,TDANetwork,2019-25-09 20:46:26,"#FAANG week rolls on with $AMZN!

@ahmurphy of @LoupVentures and @NPetallides walk through @amazon’s new product of… https://t.co/lG7XYCXcNZ"
1293,TDANetwork,2019-24-09 20:54:37,"#FAANG week continues!

With a new iPhone, Apple Watch upgrades, and the Apple + launch on the horizon, Bert Herzog… https://t.co/kyKDHnUpTb"
1304,TDANetwork,2019-24-09 16:20:01,"RT @J_B_Horne: Nearly 1 million @Apple store ratings for $NKE's Run Club App - and if you're a runner... this app is the best, bar none. ER…"
1309,TDANetwork,2019-23-09 20:53:50,"It’s #FAANG week on #MarketOnClose!

@NPetallides kicked it off with $FB and @MorningstarInc’s Ali Mogharabi, who g… https://t.co/tRxmiq4AlE"
1336,TDANetwork,2019-20-09 15:23:14,"“A downtrend is a downtrend and I think Netflix is undeniably in one of those.”

Is $NFLX starting to look like… https://t.co/G7dU8zuObe"
1349,TDANetwork,2019-19-09 15:08:59,".@DollarEagle research has shown weakening demand for the iPhone 11 after last week’s #AppleEvent, but the announce… https://t.co/5UrAidiAfN"
1411,TDANetwork,2019-13-09 18:24:19,"🗣️“[Amazon's] a bit of a freight train and I don’t see it stopping.”

What’s in store for retailers as the holiday… https://t.co/ZOKiPOyjkw"
1443,TDANetwork,10/9/2019,"Big picture: What did today’s #AppleEvent do for $AAPL?

“Nothing today changes the trajectory they’re on–which is… https://t.co/XYMD2BiWnm"
1444,TDANetwork,10/9/2019,"📱 The #AppleEvent has produced a new iPad, #iPhone11, and official pricing for #AppleTVPlus.

🍔 McDonald’s acquired… https://t.co/Ll4xICXVIw"
1450,TDANetwork,10/9/2019,RT @MichaelFNunez: Getting ready to talk about $AAPL and the #AppleEvent on @TDANetwork with @NPetallides https://t.co/mK0BrH0DLD
1474,TDANetwork,6/9/2019,“Those are two examples of retailers that are continuing to knock the cover off the ball. They are “un-Amazonable”… https://t.co/hZ51GiUkrs
1476,TDANetwork,6/9/2019,"CASHTAGS: You can debate whether pineapple belongs on a 🍕, but you can't debate this @LikeFolio $DPZ sentiment outl… https://t.co/SlPAa0AjEG"
1572,TDANetwork,2019-26-08 18:19:24,"Issues like data security, privacy, and the trade war have hurt FAANG stocks over the last year, but for @MaxFWolff… https://t.co/BqBPJpLSUl"
1612,TDANetwork,2019-21-08 18:41:30,"'Apple is basically taking credit cards and once again making them mainstream.'

#Apple launched the #AppleCard yes… https://t.co/sLUvTCfoXo"
1619,TDANetwork,2019-20-08 21:06:54,"With the #AppleCard today and #AppleTVPlus set to launch in November, is this push into services going to be fruitf… https://t.co/6aPiGuMuTP"
1643,TDANetwork,2019-19-08 15:06:21,“The problem for Netflix is that its priced like this extreme high-growth stock and it’s about to run into a great… https://t.co/bm1qV668zl
1707,TDANetwork,12/8/2019,"He's back on the Facebook bike. 🚲

@AlBk2Comodities buys in the money October $FB calls with #TheMorningTrade."
1849,TDANetwork,2019-31-07 18:26:44,"Food, water, and $AAPL stock.

@Wedbush’s Dan Ives presented a bull case for Apple following yesterday’s earnings b… https://t.co/8oTanGRSd7"
1882,TDANetwork,2019-29-07 20:30:00,"With declining revenue sales in 2019, Apple is looking to rebound in Tuesday’s Q3 #earnings. Will the recent acquis… https://t.co/XWdLeWQaVk"
1885,TDANetwork,2019-29-07 17:52:52,“Disney’s executing wonderfully…they’re stacking their library with content that #Netflix won’t get to…I am looking… https://t.co/lAvmFpylM1
1897,TDANetwork,2019-26-07 18:24:21,"RT @NPetallides: EVERY DAY !!!! See you Monday, Get the awesome easy APP form the @Apple App Store...  @TDANetwork @Nasdaq 1-2 PM ET every…"
1932,TDANetwork,2019-24-07 18:24:40,"RT @MikeMcKerr_TDA: Talking w/ @OJRenick about the latest news on big tech’s anti-trust probe, the FAANGs, and what the options markets may…"
1999,TDANetwork,2019-18-07 19:08:38,RT @lifewiretech: Lifewire Editor-in-Chief @LanceUlanoff discusses Netflix's subscriber decline. https://t.co/ke1jHJrpJq
2007,TDANetwork,2019-18-07 14:39:11,An influx of competitors such as $DIS and $AMZN spelled doom for Netflix in Q2. But with historically strong Q3 con… https://t.co/IfB4uqMFSh
2010,TDANetwork,2019-17-07 20:12:21,"RT @SLewicky_TDA: Netflix getting crushed, down $42 and taking down Nasdaq w/it!
Paid membership grew by by 2.7M vs 5M est  $NFLX #ES_F htt…"
2020,TDANetwork,2019-17-07 15:52:12,"RT @mebrantley2: Original Content is driving Netflix viewership and subscription retention...

But STILL sad to see The Office and Friends…"
2082,TDANetwork,10/7/2019,“I think this is one of the big box retailers that has been able to compete against Amazon and win.”… https://t.co/7aApU9BeGE
2083,TDANetwork,10/7/2019,"As we close in on #AmazonPrimeDay, retailers are gearing up for an epic gross margin battle. So how will consumer d… https://t.co/lrTNu1nMBf"
2176,TDANetwork,2019-29-06 21:48:08,"🔥#TDAMarketDrive Panel: #Cryptocurrency🔥
 
“You went from Netscape to Yahoo to Google, now what’s next? From an inv… https://t.co/7bcPS24Qfe"
2297,TDANetwork,2019-17-06 18:42:38,"#TheWatchList with @NPetallides:

💳 @amazon announced its new “Credit Builder' card. @wisebread’s @janetonthemoney… https://t.co/QbdM8ARosB"
2316,TDANetwork,2019-14-06 13:41:03,"#ICYMI: Talking #FAANG today with @Sheridanoptions, specifically $NFLX and the range-bound approach.

With $DIS com… https://t.co/x1nqtqhloD"
2393,TDANetwork,7/6/2019,RT @AlexCoffey_TDA: Really strong day for the $FAANG names... $NYFANG / $FNG_F up over 2.25% $FB $AMZN $AAPL are all up over 2.5% outpacing…
2402,TDANetwork,6/6/2019,#CutTheCord: Facebook $FB launching #crypto project “GlobalCoin” 👀 https://t.co/HjBKJiIzdo
2451,TDANetwork,2019-31-05 20:53:41,RT @jasonlware: Had a lot of fun being on @TDANetwork earlier today talking #FAANG stocks with ever venerable @NPetallides. Great segment.…
2468,TDANetwork,2019-29-05 20:24:57,"#MarketOnClose: @kevinolearytv on accelerating selloff in 🇨🇳 tech, #FAANG &amp; stock rally w/ @OJRenick https://t.co/H7qb5abQcO"
2470,TDANetwork,2019-29-05 19:36:11,"'The most dominant form of technology business in the modern-day economy,' isn't #FAANG, but rather #FAMGA says… https://t.co/d88qMlswyG"
2612,TDANetwork,2019-15-05 16:29:11,RT @landonswan: $AMZN needs to watch out! $WMT and $TGT are fighting for 2nd place and cutting into Amazon's online shopping lead. Not sure…
2752,TDANetwork,2019-30-04 18:40:37,"$AAPL + $LYFT = 🤔

“Apple has lost the share of home from the consumer…I think [Lyft] could be one strategic way to… https://t.co/cGXeQZC1sM"
2768,TDANetwork,2019-29-04 15:10:21,RT @ChrisJVersace: Talking $AMZN $WMT $TGT and the retail fallout to be had as @amazon leverages @q_amazonwebserv and embraces 1-day shippi…
2805,TDANetwork,2019-24-04 21:26:00,"$AMZN earnings on Thursday: Can the stock keep delivering for investors?

📦 Tune in to the TD Ameritrade Network for prime Amazon coverage."
2814,TDANetwork,2019-24-04 15:24:35,#TechnicalAnalysis: Facebook $FB earnings preview 📈📉 https://t.co/ggreOyfhi2
2819,TDANetwork,2019-23-04 20:43:46,Big day for Kohl’s: Pro4ma CEO Liz Dunn on what the Amazon deal does for $KSS: https://t.co/nVmw7f3Z7o
2825,TDANetwork,2019-23-04 17:15:09,"🚨🚨Facebook earnings tomorrow🚨🚨

@KevinHincks_TDA will place an example trade on $FB at 11AM ET. Tune in! https://t.co/vXYubqL4eb"
2871,TDANetwork,2019-16-04 20:47:10,Netflix $NFLX earnings recap with @CFRAResearch’s Tuna Amobi https://t.co/r6MVAcpsda
2887,TDANetwork,2019-15-04 18:02:02,"The market is treating Disney+ vs. Netflix like a binary choice. But is it one? 
 
@J_B_Horne @KevinHincks_TDA… https://t.co/R0vVqsYNFc"
2891,TDANetwork,2019-15-04 16:14:51,"Apple and Disney have no chill. With Netflix reporting earnings tomorrow, will these new streaming rivals impact… https://t.co/GSu6385If1"
2936,TDANetwork,11/4/2019,"Report: @AppleMusic U.S. subscriber count overtakes @Spotify. 

Watch #FastMarket at 11:30 AM ET to find out what t… https://t.co/2Fe6JVQPLT"
2969,TDANetwork,8/4/2019,RT @EmpireStartups: Founder @JonZanoff talks #IoT and #Apple card @Barclays and more w/ @NPetallides @TDANetwork https://t.co/4uAcggW9VS
2980,TDANetwork,5/4/2019,"Streaming Wars: Amazon vs. Roku vs. Apple

🏅 Find out which company has the potential to win 'all the ribbons'.… https://t.co/NznsBAvXZ3"
3036,TDANetwork,2019-29-03 16:23:22,"RT @ev3lynbaker: $AAPL says paying off credit card debt will be easier with #AppleCard, but how will they cater to people with existing deb…"
3037,TDANetwork,2019-29-03 15:57:12,"RT @mebrantley2: The Apple Card had the highest demand out of the new product announcements this week....

If executed well, Apple hits 2 b…"
3038,TDANetwork,2019-29-03 15:36:44,New Apple products: @LikeFolio evaluates $AAPL with social sentiment data 📱 https://t.co/XlyCYm2T6M
3044,TDANetwork,2019-28-03 18:07:18,"'The chart of $AAPL looks just like the $QQQ's, looks just like the $SPX ... if Apple could hold $184 and clears $1… https://t.co/DzTaoau73Q"
3102,TDANetwork,2019-25-03 19:37:21,#AppleEvent: @Techonomy's @JamesCakmak says Apple is building a direct connection between content suppliers and con… https://t.co/3KpylodWer
3106,TDANetwork,2019-25-03 17:31:52,👇👇 UP NEXT: @jwangARK talking $AAPL and its latest innovation #AppleEvent https://t.co/V3pPvMrNbw
3133,TDANetwork,2019-22-03 15:33:28,Facebook profile: @mebrantley2 evaluates $FB social sentiment using @LikeFolio data 👍👎 https://t.co/tW1AY0EXGp
3137,TDANetwork,2019-21-03 20:21:50,$AAPL now “Strong Buy” according to Needham. Laura Martin gets to the core of the Apple upgrade: https://t.co/768axbrSGr
3170,TDANetwork,2019-15-03 20:30:51,WATCH: @DanielTNiles profiles Facebook’s $FB rough week https://t.co/rIkMtVaJGw
604,PDonovan_econ,2017-29-08 22:44:29,RT @KatherinaOlivia: 🤩 4 Nobel Laureates.1000 students.Your questions. This Wednesday(30th) #CantBeGoogled #NobelPerspectives Watch live  h…
76,johnauthers,2019-31-12 18:12:46,"The 2010s saw Carlos Slim lose the title of world's richest man, in a big way. Long Amazon/Short America Movil made… https://t.co/OCnWmbwIlL"
221,johnauthers,10/12/2019,Google searches for the word 'recession' have dwindled dramatically. Those who remember 2008 should not be reassure… https://t.co/oq0VxMTaCC
223,johnauthers,10/12/2019,"RT @mbrookerhk: Google searches for the word 'recession' have dwindled dramatically. Those who remember 2008 should not be reassured, @john…"
258,johnauthers,6/12/2019,@dpinsen It's late on a Friday and I tweeted the page that came up when I tried to Google for more information. I'v… https://t.co/UknSlEDmrH
320,johnauthers,2019-26-11 01:12:34,RT @EsferaMustallar: 'It is popular to attribute U.S. strength to the “FAANG”...it is possible to argue that U.S. outperformance is structu…
361,johnauthers,2019-18-11 19:33:08,Fair point. Maybe I shouldn't have recommended that people buy from Amazon a book that inveighs against weak antitr… https://t.co/vsnrwzQZpM
61,Riholtzwealth,2020-13-01 13:01:05,"10 Monday AM Reads

Barry's back-to-work reads include: seven threats facing wealthy families, Facebook's big PR pr… https://t.co/RNaTWN5C8z"
63,Riholtzwealth,2020-13-01 02:00:10,"The Future of Book Publishing

'I expect Amazon to continue its dominance and gain an even stronger foothold in the… https://t.co/Vg0udtKvzy"
87,Riholtzwealth,9/1/2020,Apple has sold more than 2 billion iPhones since Steve Jobs introduced it at MacWorld in 2007. In today's Market Mo… https://t.co/88KRuVLzWQ
139,Riholtzwealth,4/1/2020,"10 Weekend Reads

Barry's longer form weekend reads include: chronicling the end of monoculture, a look at Amazon's… https://t.co/kfHN1ahbOh"
189,Riholtzwealth,2019-29-12 20:45:01,"Sunday links: Amazon's no-good PR year, why startups are going to slow funding consumer surpluses and the big impac… https://t.co/awYB6fHEUY"
254,Riholtzwealth,2019-20-12 12:00:23,"Today in market history, 1996: 

NeXT merges with Apple Computer, leading to the development of the groundbreaking… https://t.co/fUtkJN8329"
295,Riholtzwealth,2019-16-12 13:00:21,"10 Monday AM Reads

Barry's back-to-work reads today include: the decade of Netflix, the coming decade for iBuyers… https://t.co/nvmhOHOSXU"
312,Riholtzwealth,2019-13-12 21:15:02,"Friday links: fund manager creativity, Apple's growing wearables business and the coming ubiquity of fractional-sha… https://t.co/jYjdzJiSb0"
318,Riholtzwealth,12/12/2019,"Thursday links: looking ahead at the 2020s, assessing the state of the 'Apple Tax' and the inevitability of further… https://t.co/FvaQW5oY8z"
319,Riholtzwealth,12/12/2019,39 years ago Apple Computer went public. Apple is currently the country's largest company by market cap. In today's… https://t.co/oVSA3fqgRO
333,Riholtzwealth,11/12/2019,"Today in market history, 1980: 

The Apple IPO is banned by Massachusetts state securities regulators for being ove… https://t.co/hmpSQ2MzHx"
394,Riholtzwealth,4/12/2019,"Wednesday links: lies portfolio managers tell, Google's third era and the changing Christmas tree business.… https://t.co/P8coy32aNr"
410,Riholtzwealth,3/12/2019,What do the AMC Pacer and Apple iPhone have in common? Unique design. In today's Market Moment @abnormalreturns loo… https://t.co/xwtxgdNdP3
417,Riholtzwealth,2/12/2019,"Some Perspectives on E-Commerce

'Yes, E-commerce is growing quickly, with half of the increase coming from Amazon.… https://t.co/oU6xP6NX5I"
430,Riholtzwealth,1/12/2019,"10 Sunday Reads

Barry's policy-focused reads this week include: Amazon's influence on modern life, five universal… https://t.co/Tbrk5qPPTq"
463,Riholtzwealth,2019-26-11 21:15:02,"Tuesday links: gurus vs. experts, 1998 vs. 2019 and Amazon vs. the rest of retail.

https://t.co/Rd7d7KtCVq

by… https://t.co/Uv6pVqxZBX"
492,Riholtzwealth,2019-23-11 13:30:02,"Longform links: the emotional side of owning a house, how Google tweaks its search algorithm and the ongoing, illeg… https://t.co/F3j4eCvLyi"
507,Riholtzwealth,2019-21-11 21:15:06,"Thursday links: avoiding complexity, Amazon's grocery experiments and the myth of the eight-hour workday.… https://t.co/FMGTo094T3"
523,Riholtzwealth,2019-19-11 21:15:08,"Tuesday links: the Google tax on startups, how inflation inequality works and why you will never regret spending mo… https://t.co/9L0P9uOwAn"
524,Riholtzwealth,2019-19-11 16:00:33,"Back in 2007, Amazon, 'Earth's biggest bookstore,' introduced the Kindle e-book reader. In today's Market Moment,… https://t.co/7RrrVZOg0O"
549,Riholtzwealth,2019-16-11 13:00:32,"10 Weekend Reads

Barry's longer form weekend reads include: the common plots of economic history, how Google tweak… https://t.co/nPYP9yXs19"
621,Riholtzwealth,8/11/2019,"Friday links: China vs. Hong Kong, Visa vs. Mastercard and Apple vs. Disney.

https://t.co/zqjK2GXrBY

by… https://t.co/R11JLc5nX8"
624,Riholtzwealth,8/11/2019,"10 Friday AM Reads

Barry's end-of-the-workweek reads include: a look at Google's dominant ad machine, estimating t… https://t.co/Hy1KbRZ6CO"
643,Riholtzwealth,5/11/2019,"Tuesday links:  behaviorally sound asset allocation, putting Microsoft and Apple into perspective and upped climate… https://t.co/EhGOtXmmZu"
648,Riholtzwealth,5/11/2019,It's hard to overestimate the impact of Google buying Android. In today's Market Moment @abnormalreturns looks at A… https://t.co/jYvtilwvu0
652,Riholtzwealth,5/11/2019,"Today in market history, 2007:

Google unveiled its Android operating system. The OS was initially developed by And… https://t.co/IfsPUa2GGM"
668,Riholtzwealth,3/11/2019,"Sunday links: a bad year for pot stocks, a good year for Apple and what it takes to manage a Waffle House.… https://t.co/iXELHp6FZT"
681,Riholtzwealth,1/11/2019,"Happy Birthday, Tim Cook! @Jonathan_Novy on how Cook has led Apple in a post-Steve Jobs world.

Join thousands of i… https://t.co/h9tKO1jMSl"
751,Riholtzwealth,2019-23-10 20:15:05,"Wednesday links: a sentiment divergence, the inexorable spread of AI and what the new Cosmic Crisp apples tells us… https://t.co/ENRHzy8SZz"
780,Riholtzwealth,2019-21-10 00:00:17,"Netflix vs. Blockbuster

'The winners always appear pre-destined in hindsight, but a lot of things had to go right… https://t.co/guZ4FMY4RY"
783,Riholtzwealth,2019-20-10 13:15:02,"These Are The Goods

Michael's favorite reads from the past week include: the inexorable rise of Amazon, losers in… https://t.co/QqPY6tpikd"
845,Riholtzwealth,12/10/2019,"Longform links: Amazon's inexorable rise, Erie, Pennsylvania's slow decline and trying to understand the 'free ener… https://t.co/bhaJ4nDzcS"
847,Riholtzwealth,11/10/2019,"Friday links: living through drawdowns, Netflix's many challenges and how to avoid burnout at work.… https://t.co/pPogJ0InAr"
851,Riholtzwealth,11/10/2019,"10 Friday AM Reads

Barry's end-of-the-week reads include: how economists got it wrong, Apple's China problem and w… https://t.co/8EItwcHhb8"
869,Riholtzwealth,9/10/2019,"Today in market history, 2006:

Google announces the purchase of YouTube for $1.65 billion in stock. YouTube had of… https://t.co/3bSiFHk0N9"
906,Riholtzwealth,5/10/2019,"Today in market history, 2011: 

Steve Jobs, Apple co-founder, dies from complications from pancreatic cancer. From… https://t.co/I95eQHBp2D"
949,Riholtzwealth,2019-30-09 15:00:17,In 2014 Amazon filed for a patent for an autonomous UAV for its Amazon Prime Air delivery system. @ritholtz looks a… https://t.co/mDaPoWNdv7
992,Riholtzwealth,2019-25-09 12:38:39,"10 Wednesday AM Reads

Barry's mid-week reads today include: a repo update, the marketplace for ideas and Facebook'… https://t.co/8AKKbD4Os9"
999,Riholtzwealth,2019-24-09 12:01:01,"10 Tuesday AM Reads

Barry's two-for-Tuesday morning reads include: a vintage car bear market, Amazon's relentless… https://t.co/xC5L9lzsx9"
1036,Riholtzwealth,2019-19-09 20:15:02,"Thursday links: betting on human ingenuity, tough times for hedge fund marketers and Netflix's endgame.… https://t.co/zBXBUV1Wfj"
1074,Riholtzwealth,2019-16-09 11:00:52,"Today in market history, 1997: 

Apple Computer Inc formally names co-founder Steve Jobs interim CEO. Jobs returned… https://t.co/pNWmn1HsIW"
1180,Riholtzwealth,3/9/2019,"10 Tuesday AM Reads

Barry's two-for-Tuesday morning reads include: smoothed private equity returns, Amazon's shipp… https://t.co/JHF4DVIUas"
1187,Riholtzwealth,2/9/2019,"10 Labor Day Reads

Barry's 'unofficial last day of summer' reads include: trouble in the farm economy, Amazon's la… https://t.co/hucN1EZwvl"
1212,Riholtzwealth,2019-29-08 13:00:44,"The Rise of Amazon

'You hear a lot of companies say we’re “Uber, but for,” or we’re “the Netflix of.” You rarely h… https://t.co/wifB4IywGW"
1213,Riholtzwealth,2019-29-08 11:00:17,"Today in market history, 1997:

Netflix is launched as an internet DVD rental service. In 2000 Blockbuster passed o… https://t.co/nsGlVKkVe5"
1289,Riholtzwealth,2019-19-08 20:15:05,"Monday links: corporate bond trading, Amazon's 'Top Brands' and being overqualified jobs.

https://t.co/p1e3GaEpca… https://t.co/xzVb5TZqoo"
1291,Riholtzwealth,2019-19-08 16:00:51,"How Google's 2004 IPO stands out from the pack. @ritholtz with the story.

Make your smart speaker smarter: enable… https://t.co/76n7vnWPHn"
1294,Riholtzwealth,2019-19-08 11:00:18,"Today in market history, 2004:

Google's IPO took place via modified Dutch auction. A total of 19,605,052 shares we… https://t.co/2HTrEn25Si"
1306,Riholtzwealth,2019-17-08 12:00:23,"10 Weekend Reads

Some of Barry's longer form reads include: YouTube's challenges, unhappy Googlers and the uninten… https://t.co/LiJjwBJtHn"
1339,Riholtzwealth,2019-13-08 20:15:01,"Tuesday links: DCF decisions, the Apple Card's TAM and the rise of 'sonic branding.' 

https://t.co/9RBnpZ5kCx

by… https://t.co/7sO4F8h4KS"
1351,Riholtzwealth,12/8/2019,"10 Monday AM Reads

Some back-to-work morning train reads including: Zillow's transformation, Netflix's growing com… https://t.co/HfOY5IhKEo"
1363,Riholtzwealth,10/8/2019,"Today in market history, 2015:  

Google incorporates a new holding company called Alphabet. Modeled after Berkshir… https://t.co/45THEajGlm"
1393,Riholtzwealth,6/8/2019,"On this day in market history, 1997:

Microsoft Corp. invested $150 million in a nonvoting stake in Apple Computer.… https://t.co/z1jTBWDg03"
1426,Riholtzwealth,2/8/2019,"Friday links: record high consumer confidence, Netflix's cash flow situation and six reasons we make bad decisions.… https://t.co/Bav8t0YqOK"
1428,Riholtzwealth,2/8/2019,"RT @Jonathan_Novy: On year ago today, Apple hit a trillion in market cap.

Get this free daily Alexa Flash Briefing:  https://t.co/H6zRhLRs…"
1431,Riholtzwealth,2/8/2019,"Today in market history, 2018:

Apple Inc. became the first company in history to exceed $1 trillion in market capi… https://t.co/CNVSwT3XIK"
1453,Riholtzwealth,2019-31-07 13:08:00,"RT @BullandBaird: Noobwhale used so much on the Animal Spirits podcast that if you google it, you see Mike and Ben

@awealthofcs @michaelba…"
1467,Riholtzwealth,2019-29-07 12:00:12,"Monday Morning Reads

This morning Barry is looking at: Amazon's retail strategy, Twitter's monetization plans and… https://t.co/vgsemm135v"
1544,Riholtzwealth,2019-19-07 12:10:01,"Friday Morning Reads

Barry's links this AM include: Amazon's biggest research project, why history gets stuff wron… https://t.co/tpfNT8eAmq"
1547,Riholtzwealth,2019-18-07 20:15:05,"Thursday links: optimistic investors, Netflix's competition and the happiest profession in America.… https://t.co/EncAuFAU3o"
1591,Riholtzwealth,8/7/2019,"OUTSIDE VOICES

'Share buybacks are as American as mom, apple pie and hot dogs on the Fourth of July. You’d never g… https://t.co/gE0AJlRh4m"
1646,Riholtzwealth,2019-30-06 11:00:16,"Today in market history, 2007:

Apple Inc. releases its first mobile phone, the iPhone. It was unveiled by Steve Jo… https://t.co/tT7W02yTlb"
1673,Riholtzwealth,2019-26-06 12:00:31,"Worldwide Traffic: Top 10 Websites 

There's Google and Facebook and everyone else...

https://t.co/x6sBEN0bSQ… https://t.co/MxgDgGIBcL"
1680,Riholtzwealth,2019-25-06 13:00:34,"Unlimited Upside

'Investors are forever searching for the next Apple, Amazon, or Netflix, perhaps without understa… https://t.co/hLnudaXR0x"
1699,Riholtzwealth,2019-22-06 13:00:09,"10 Weekend Reads

Barry's weekend links include: exposed rock riffs, a dead humpback whale and fake Google Maps lis… https://t.co/JSpkWcEGEw"
1753,Riholtzwealth,2019-16-06 15:05:02,"Sunday links: the ongoing IPO surge, Facebook's crypto push and the problem of too many 'zombie companies.'… https://t.co/KFo7BNi7Id"
1789,Riholtzwealth,11/6/2019,"Tuesday links: time in the market vs. timing the market, Amazon's growing brand value and asking if non-transparent… https://t.co/x3t8yJgUJ8"
1803,Riholtzwealth,10/6/2019,"Today in market history, 1977: 

Apple Computer ships its first Apple II computers. The Apple II marks Apple's laun… https://t.co/IozJJcxpdA"
1809,Riholtzwealth,9/6/2019,"10 Sunday Reads

This morning Barry notes: JP Morgan's hot streak. Apple's audacity and you know, Drake.… https://t.co/W3cvshu8Rq"
1825,Riholtzwealth,6/6/2019,"Thursday links: the challenge of front-tests, Google's weak spot and the downside of global tourism.… https://t.co/Ej5l3gXQCc"
1853,Riholtzwealth,4/6/2019,"Amazon.Bomb (May 31, 1999)

'Anytime some company is said to be “the next Amazon” (Apple or Microsoft), keep in min… https://t.co/kWmeaiL6Vc"
1879,Riholtzwealth,2019-31-05 20:15:02,"Friday links: judging Apple, Bing bounces back and why you need to wear a watch. 

https://t.co/AM8n84HfHU

by… https://t.co/jRXzkE5G08"
1936,Riholtzwealth,2019-24-05 18:30:08,"Friday links: permission to hold some cash, Apple failing to read the room and falling farm incomes.… https://t.co/eBfmVdWFgp"
1947,Riholtzwealth,2019-23-05 11:00:03,"Today in market history, 2002: 

Netflix raises $82.5 million in its IPO, with a total valuation of $300 million. T… https://t.co/OgORNaMmsj"
1975,Riholtzwealth,2019-19-05 11:00:08,"Today in market history, 2001: 

Apple, Inc. opened its first retail stores, in Tysons Corner, Va., and Glendale, C… https://t.co/RkEJC2bAh3"
1979,Riholtzwealth,2019-17-05 20:15:07,"Friday links: ongoing quant pain, Facebook's talent problem and a slew of ETF charts. 

https://t.co/M0mjvUn3Zb

by… https://t.co/2RmESU7giL"
1997,Riholtzwealth,2019-15-05 11:00:03,"Today in market history, 1997:

Amazon comes public at $18 per share with $15 million in annual revenue and $5.75 m… https://t.co/YqYDmPvdv4"
2071,Riholtzwealth,6/5/2019,"MARKET MOMENT

The hit NBC show 'Friends' went off the air 15 years ago but streaming giant Netflix is still paying… https://t.co/YEpvySLFC1"
2072,Riholtzwealth,6/5/2019,"Today in market history, 2004:

The final first-run episode of 'Friends' aired on NBC. In December 2018, Netflix re… https://t.co/5PryOZIPhl"
2125,Riholtzwealth,2019-29-04 14:44:14,"The Compound Show is now available wherever fine podcasts are streamed

Google Play: 
https://t.co/fEi0nXlp2o

iTun… https://t.co/Q2c1vhezGI"
2183,Riholtzwealth,2019-21-04 13:00:38,"10 Sunday Reads

An oral history of Apple’s Infinite Loop and more...

https://t.co/Oqj6YoPpTW

by @ritholtz https://t.co/XRw6qN6dzY"
2244,Riholtzwealth,12/4/2019,"Friday links: Disney vs Netflix, Uber vs. Lyft and gamblers vs. the house. 

https://t.co/QysHELy6ff 

by… https://t.co/d0Lsolvfke"
2257,Riholtzwealth,11/4/2019,"Today in market history, 1976: 

Steve Wozniak released the hand-built Apple 1, for $666.66. Steve Jobs convinced h… https://t.co/wJq1zFyVr1"
2330,Riholtzwealth,3/4/2019,"Animal Spirits: Netflix for Financial Planning

This week @michaelbatnick and @awealthofcs discuss the sorry state… https://t.co/ufkucKatKq"
2331,Riholtzwealth,3/4/2019,"Today in market history, 2010: 

The Apple iPad goes on sale. The iPad was the first Apple device to use an Apple-d… https://t.co/SyfLQ9f473"
2336,Riholtzwealth,2/4/2019,"Should You Sign-Up for a Netflix-Like Financial Subscription?

'Subscription programs directly contradict false bro… https://t.co/U5rYsn84ST"
2343,Riholtzwealth,1/4/2019,"Today in market history, 2004:

Google Inc. announced Gmail, a free, consumer e-mail service to compete with offeri… https://t.co/JpfylZpZJd"
2354,Riholtzwealth,2019-30-03 12:00:25,"Longform links: explaining Amazon, processing pain and how social media is isolating us and ruining our memories.… https://t.co/DXDqmhp9uG"
2360,Riholtzwealth,2019-29-03 13:00:27,"Podcast links: four sources of alpha, why following your passion is bad advice and how Facebook ran off the rails.… https://t.co/sOFddcYYfA"
2379,Riholtzwealth,2019-26-03 20:15:05,"Tuesday links: generational buying opportunities, Apple's creative malaise and overcrowded meetings.… https://t.co/sVDpagGA42"
2406,Riholtzwealth,2019-23-03 15:00:20,"These Are the Goods

What exactly is 'Amazon'? This and more...

https://t.co/iGdpFwkELt

by @michaelbatnick https://t.co/SR1q3EH4kw"
2412,Riholtzwealth,2019-22-03 13:00:17,"Podcast links: Netflix's unique corporate culture, how to nurture crazy ideas and networking for non-networkers.… https://t.co/6gW4P5kjni"
2460,Riholtzwealth,2019-14-03 20:15:02,"Thursday links: 20 crazy market facts, Amazon's glut of PhD economists and the most influential books written by ac… https://t.co/SApiiyktp8"
2500,Riholtzwealth,8/3/2019,"Podcast links: a Netflix for podcasts, the Canadian weed experience and the upside of misfits at work.… https://t.co/oSXJQBRJtC"
2593,Riholtzwealth,2019-23-02 20:45:01,"Saturday links: the challenge of going plastic-free, the popularity of the PopSocket and how Netflix is shrinking t… https://t.co/tVhmKvlh8t"
2627,Riholtzwealth,2019-19-02 12:00:20,"Today in market history, 2014: 

Facebook said it will pay $19 billion in cash and stock to buy WhatsApp, a mobile… https://t.co/SaJnXeXMGM"
2691,Riholtzwealth,9/2/2019,"Longform links: Facebook at 15, StockX's effect on sneaker culture and how 'Office Space' changed the world of work… https://t.co/T7954qaeZt"
2708,Riholtzwealth,7/2/2019,"Today in market history, 1997: 

NeXT merges with Apple Computer, starting the path to Mac OS X and most importantl… https://t.co/gDR4R8I1DW"
2734,Riholtzwealth,4/2/2019,"Today in market history, 2004:

Facebook (FB), a mainstream online social networking site, is founded by Mark Zucke… https://t.co/pHvy8LjmVN"
2782,Riholtzwealth,2019-27-01 12:00:26,"Today in market history, 2010: 

Apple CEO Steve Jobs unveiled the iPad tablet computer during a presentation in Sa… https://t.co/SMEwiyN7E1"
